starttime	seconds	ctime	dtime	ttime	wait
Mon Aug 10 10:13:33 2015	1439201613	0	8	8	0
Mon Aug 10 10:13:33 2015	1439201613	0	8	8	0
Mon Aug 10 10:13:33 2015	1439201613	0	8	8	0
Mon Aug 10 10:13:42 2015	1439201622	0	8	8	0
Mon Aug 10 10:13:35 2015	1439201615	0	8	8	0
Mon Aug 10 10:13:40 2015	1439201620	0	8	8	0
Mon Aug 10 10:13:38 2015	1439201618	0	8	8	0
Mon Aug 10 10:13:43 2015	1439201623	0	8	8	0
Mon Aug 10 10:13:47 2015	1439201627	0	8	8	0
Mon Aug 10 10:13:34 2015	1439201614	0	8	8	0
Mon Aug 10 10:13:42 2015	1439201622	0	8	8	0
Mon Aug 10 10:13:44 2015	1439201624	0	8	8	0
Mon Aug 10 10:13:37 2015	1439201617	0	8	8	0
Mon Aug 10 10:13:38 2015	1439201618	0	8	8	0
Mon Aug 10 10:13:49 2015	1439201629	0	8	8	0
Mon Aug 10 10:13:45 2015	1439201625	0	8	8	0
Mon Aug 10 10:13:33 2015	1439201613	0	8	8	0
Mon Aug 10 10:13:33 2015	1439201613	0	8	8	0
Mon Aug 10 10:13:33 2015	1439201613	0	8	8	0
Mon Aug 10 10:13:32 2015	1439201612	0	8	8	0
Mon Aug 10 10:13:42 2015	1439201622	0	8	8	0
Mon Aug 10 10:13:46 2015	1439201626	0	8	8	0
Mon Aug 10 10:13:41 2015	1439201621	0	8	8	0
Mon Aug 10 10:13:39 2015	1439201619	0	8	8	0
Mon Aug 10 10:13:39 2015	1439201619	0	8	8	0
Mon Aug 10 10:13:35 2015	1439201615	0	8	8	0
Mon Aug 10 10:13:33 2015	1439201613	0	8	8	0
Mon Aug 10 10:13:45 2015	1439201625	0	8	8	0
Mon Aug 10 10:13:33 2015	1439201613	0	8	8	0
Mon Aug 10 10:13:40 2015	1439201620	0	8	8	0
Mon Aug 10 10:13:33 2015	1439201613	0	8	8	0
Mon Aug 10 10:13:40 2015	1439201620	0	8	8	0
Mon Aug 10 10:13:44 2015	1439201624	0	8	8	0
Mon Aug 10 10:13:34 2015	1439201614	0	8	8	0
Mon Aug 10 10:13:33 2015	1439201613	0	8	8	0
Mon Aug 10 10:13:38 2015	1439201618	0	8	8	0
Mon Aug 10 10:13:49 2015	1439201629	0	8	8	0
Mon Aug 10 10:13:43 2015	1439201623	0	8	8	0
Mon Aug 10 10:13:43 2015	1439201623	0	8	8	0
Mon Aug 10 10:13:43 2015	1439201623	0	8	8	0
Mon Aug 10 10:13:33 2015	1439201613	0	8	8	0
Mon Aug 10 10:13:34 2015	1439201614	0	8	8	0
Mon Aug 10 10:13:48 2015	1439201628	0	8	8	0
Mon Aug 10 10:13:32 2015	1439201612	0	8	8	0
Mon Aug 10 10:13:42 2015	1439201622	0	8	8	0
Mon Aug 10 10:13:43 2015	1439201623	0	8	8	0
Mon Aug 10 10:13:40 2015	1439201620	0	8	8	0
Mon Aug 10 10:13:38 2015	1439201618	0	8	8	0
Mon Aug 10 10:13:33 2015	1439201613	0	8	8	0
Mon Aug 10 10:13:48 2015	1439201628	0	8	8	0
Mon Aug 10 10:13:43 2015	1439201623	0	8	8	0
Mon Aug 10 10:13:35 2015	1439201615	0	8	8	0
Mon Aug 10 10:13:49 2015	1439201629	0	8	8	0
Mon Aug 10 10:13:47 2015	1439201627	0	8	8	0
Mon Aug 10 10:13:35 2015	1439201615	0	8	8	0
Mon Aug 10 10:13:39 2015	1439201619	0	8	8	0
Mon Aug 10 10:13:40 2015	1439201620	0	8	8	0
Mon Aug 10 10:13:33 2015	1439201613	0	8	8	0
Mon Aug 10 10:13:49 2015	1439201629	0	8	8	0
Mon Aug 10 10:13:49 2015	1439201629	0	8	8	0
Mon Aug 10 10:13:33 2015	1439201613	0	8	8	0
Mon Aug 10 10:13:49 2015	1439201629	0	8	8	0
Mon Aug 10 10:13:43 2015	1439201623	0	8	8	0
Mon Aug 10 10:13:50 2015	1439201630	0	8	8	0
Mon Aug 10 10:13:46 2015	1439201626	0	8	8	0
Mon Aug 10 10:13:34 2015	1439201614	0	8	8	0
Mon Aug 10 10:13:33 2015	1439201613	0	8	8	0
Mon Aug 10 10:13:32 2015	1439201612	0	8	8	0
Mon Aug 10 10:13:33 2015	1439201613	0	8	8	0
Mon Aug 10 10:13:45 2015	1439201625	0	8	8	0
Mon Aug 10 10:13:39 2015	1439201619	0	8	8	0
Mon Aug 10 10:13:42 2015	1439201622	0	8	8	0
Mon Aug 10 10:13:45 2015	1439201625	0	8	8	0
Mon Aug 10 10:13:39 2015	1439201619	0	8	8	0
Mon Aug 10 10:13:36 2015	1439201616	0	8	8	0
Mon Aug 10 10:13:45 2015	1439201625	0	8	8	0
Mon Aug 10 10:13:34 2015	1439201614	0	8	8	0
Mon Aug 10 10:13:42 2015	1439201622	0	8	8	0
Mon Aug 10 10:13:42 2015	1439201622	0	8	8	0
Mon Aug 10 10:13:35 2015	1439201615	0	8	8	0
Mon Aug 10 10:13:48 2015	1439201628	0	8	8	0
Mon Aug 10 10:13:47 2015	1439201627	0	8	8	0
Mon Aug 10 10:13:42 2015	1439201622	0	8	8	0
Mon Aug 10 10:13:43 2015	1439201623	0	8	8	0
Mon Aug 10 10:13:45 2015	1439201625	0	8	8	0
Mon Aug 10 10:13:37 2015	1439201617	0	8	8	0
Mon Aug 10 10:13:48 2015	1439201628	0	8	8	0
Mon Aug 10 10:13:42 2015	1439201622	0	8	8	0
Mon Aug 10 10:13:33 2015	1439201613	0	8	8	0
Mon Aug 10 10:13:36 2015	1439201616	0	8	8	0
Mon Aug 10 10:13:47 2015	1439201627	0	8	8	0
Mon Aug 10 10:13:38 2015	1439201618	0	8	8	0
Mon Aug 10 10:13:36 2015	1439201616	0	8	8	0
Mon Aug 10 10:13:37 2015	1439201617	0	8	8	0
Mon Aug 10 10:13:42 2015	1439201622	0	8	8	0
Mon Aug 10 10:13:36 2015	1439201616	0	8	8	0
Mon Aug 10 10:13:43 2015	1439201623	0	8	8	0
Mon Aug 10 10:13:42 2015	1439201622	0	8	8	0
Mon Aug 10 10:13:37 2015	1439201617	0	8	8	0
Mon Aug 10 10:13:34 2015	1439201614	0	8	8	0
Mon Aug 10 10:13:36 2015	1439201616	0	8	8	0
Mon Aug 10 10:13:38 2015	1439201618	0	8	8	0
Mon Aug 10 10:13:47 2015	1439201627	0	8	8	0
Mon Aug 10 10:13:33 2015	1439201613	0	8	8	0
Mon Aug 10 10:13:45 2015	1439201625	0	8	8	0
Mon Aug 10 10:13:33 2015	1439201613	0	8	8	0
Mon Aug 10 10:13:40 2015	1439201620	0	8	8	0
Mon Aug 10 10:13:42 2015	1439201622	0	8	8	0
Mon Aug 10 10:13:47 2015	1439201627	0	8	8	0
Mon Aug 10 10:13:47 2015	1439201627	0	8	8	0
Mon Aug 10 10:13:33 2015	1439201613	0	8	8	0
Mon Aug 10 10:13:40 2015	1439201620	0	8	8	0
Mon Aug 10 10:13:35 2015	1439201615	0	8	8	0
Mon Aug 10 10:13:36 2015	1439201616	0	8	8	0
Mon Aug 10 10:13:46 2015	1439201626	0	8	8	0
Mon Aug 10 10:13:33 2015	1439201613	0	8	8	0
Mon Aug 10 10:13:39 2015	1439201619	0	8	8	0
Mon Aug 10 10:13:46 2015	1439201626	0	8	8	0
Mon Aug 10 10:13:47 2015	1439201627	0	8	8	0
Mon Aug 10 10:13:38 2015	1439201618	0	8	8	0
Mon Aug 10 10:13:38 2015	1439201618	0	8	8	0
Mon Aug 10 10:13:45 2015	1439201625	0	8	8	0
Mon Aug 10 10:13:47 2015	1439201627	0	8	8	0
Mon Aug 10 10:13:33 2015	1439201613	0	8	8	0
Mon Aug 10 10:13:49 2015	1439201629	0	8	8	0
Mon Aug 10 10:13:46 2015	1439201626	0	8	8	0
Mon Aug 10 10:13:43 2015	1439201623	0	8	8	0
Mon Aug 10 10:13:38 2015	1439201618	0	8	8	0
Mon Aug 10 10:13:33 2015	1439201613	0	8	8	0
Mon Aug 10 10:13:42 2015	1439201622	0	8	8	0
Mon Aug 10 10:13:48 2015	1439201628	0	8	8	0
Mon Aug 10 10:13:40 2015	1439201620	0	8	8	0
Mon Aug 10 10:13:39 2015	1439201619	0	8	8	0
Mon Aug 10 10:13:47 2015	1439201627	0	8	8	0
Mon Aug 10 10:13:33 2015	1439201613	0	8	8	0
Mon Aug 10 10:13:46 2015	1439201626	0	8	8	0
Mon Aug 10 10:13:38 2015	1439201618	0	8	8	0
Mon Aug 10 10:13:49 2015	1439201629	0	8	8	0
Mon Aug 10 10:13:33 2015	1439201613	0	8	8	0
Mon Aug 10 10:13:45 2015	1439201625	0	8	8	0
Mon Aug 10 10:13:46 2015	1439201626	0	8	8	0
Mon Aug 10 10:13:33 2015	1439201613	0	8	8	0
Mon Aug 10 10:13:42 2015	1439201622	0	8	8	0
Mon Aug 10 10:13:45 2015	1439201625	0	8	8	0
Mon Aug 10 10:13:39 2015	1439201619	0	8	8	0
Mon Aug 10 10:13:47 2015	1439201627	0	8	8	0
Mon Aug 10 10:13:35 2015	1439201615	0	8	8	0
Mon Aug 10 10:13:40 2015	1439201620	0	8	8	0
Mon Aug 10 10:13:39 2015	1439201619	0	8	8	0
Mon Aug 10 10:13:37 2015	1439201617	0	9	9	0
Mon Aug 10 10:13:49 2015	1439201629	0	9	9	0
Mon Aug 10 10:13:49 2015	1439201629	0	9	9	0
Mon Aug 10 10:13:40 2015	1439201620	0	9	9	0
Mon Aug 10 10:13:35 2015	1439201615	0	9	9	0
Mon Aug 10 10:13:40 2015	1439201620	0	9	9	0
Mon Aug 10 10:13:46 2015	1439201626	0	9	9	0
Mon Aug 10 10:13:47 2015	1439201627	0	9	9	0
Mon Aug 10 10:13:47 2015	1439201627	0	9	9	0
Mon Aug 10 10:13:47 2015	1439201627	0	9	9	0
Mon Aug 10 10:13:45 2015	1439201625	0	9	9	0
Mon Aug 10 10:13:34 2015	1439201614	0	9	9	0
Mon Aug 10 10:13:45 2015	1439201625	0	9	9	0
Mon Aug 10 10:13:42 2015	1439201622	0	9	9	0
Mon Aug 10 10:13:38 2015	1439201618	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:39 2015	1439201619	0	9	9	0
Mon Aug 10 10:13:42 2015	1439201622	0	9	9	0
Mon Aug 10 10:13:37 2015	1439201617	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:42 2015	1439201622	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:46 2015	1439201626	0	9	9	0
Mon Aug 10 10:13:46 2015	1439201626	0	9	9	0
Mon Aug 10 10:13:50 2015	1439201630	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:45 2015	1439201625	0	9	9	0
Mon Aug 10 10:13:49 2015	1439201629	0	9	9	0
Mon Aug 10 10:13:37 2015	1439201617	0	9	9	0
Mon Aug 10 10:13:40 2015	1439201620	0	9	9	0
Mon Aug 10 10:13:41 2015	1439201621	0	9	9	0
Mon Aug 10 10:13:39 2015	1439201619	0	9	9	0
Mon Aug 10 10:13:37 2015	1439201617	0	9	9	0
Mon Aug 10 10:13:46 2015	1439201626	0	9	9	0
Mon Aug 10 10:13:41 2015	1439201621	0	9	9	0
Mon Aug 10 10:13:45 2015	1439201625	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:46 2015	1439201626	0	9	9	0
Mon Aug 10 10:13:41 2015	1439201621	0	9	9	0
Mon Aug 10 10:13:46 2015	1439201626	0	9	9	0
Mon Aug 10 10:13:44 2015	1439201624	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:41 2015	1439201621	0	9	9	0
Mon Aug 10 10:13:38 2015	1439201618	0	9	9	0
Mon Aug 10 10:13:49 2015	1439201629	0	9	9	0
Mon Aug 10 10:13:48 2015	1439201628	0	9	9	0
Mon Aug 10 10:13:49 2015	1439201629	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:39 2015	1439201619	0	9	9	0
Mon Aug 10 10:13:40 2015	1439201620	0	9	9	0
Mon Aug 10 10:13:49 2015	1439201629	0	9	9	0
Mon Aug 10 10:13:44 2015	1439201624	0	9	9	0
Mon Aug 10 10:13:40 2015	1439201620	0	9	9	0
Mon Aug 10 10:13:49 2015	1439201629	0	9	9	0
Mon Aug 10 10:13:49 2015	1439201629	0	9	9	0
Mon Aug 10 10:13:39 2015	1439201619	0	9	9	0
Mon Aug 10 10:13:45 2015	1439201625	0	9	9	0
Mon Aug 10 10:13:38 2015	1439201618	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:45 2015	1439201625	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:39 2015	1439201619	0	9	9	0
Mon Aug 10 10:13:39 2015	1439201619	0	9	9	0
Mon Aug 10 10:13:38 2015	1439201618	0	9	9	0
Mon Aug 10 10:13:45 2015	1439201625	0	9	9	0
Mon Aug 10 10:13:39 2015	1439201619	0	9	9	0
Mon Aug 10 10:13:40 2015	1439201620	0	9	9	0
Mon Aug 10 10:13:36 2015	1439201616	0	9	9	0
Mon Aug 10 10:13:49 2015	1439201629	0	9	9	0
Mon Aug 10 10:13:34 2015	1439201614	0	9	9	0
Mon Aug 10 10:13:40 2015	1439201620	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:42 2015	1439201622	0	9	9	0
Mon Aug 10 10:13:45 2015	1439201625	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:42 2015	1439201622	0	9	9	0
Mon Aug 10 10:13:38 2015	1439201618	0	9	9	0
Mon Aug 10 10:13:38 2015	1439201618	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:38 2015	1439201618	0	9	9	0
Mon Aug 10 10:13:47 2015	1439201627	0	9	9	0
Mon Aug 10 10:13:43 2015	1439201623	0	9	9	0
Mon Aug 10 10:13:36 2015	1439201616	0	9	9	0
Mon Aug 10 10:13:34 2015	1439201614	0	9	9	0
Mon Aug 10 10:13:48 2015	1439201628	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:34 2015	1439201614	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:45 2015	1439201625	0	9	9	0
Mon Aug 10 10:13:42 2015	1439201622	0	9	9	0
Mon Aug 10 10:13:49 2015	1439201629	0	9	9	0
Mon Aug 10 10:13:47 2015	1439201627	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:48 2015	1439201628	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:37 2015	1439201617	0	9	9	0
Mon Aug 10 10:13:39 2015	1439201619	0	9	9	0
Mon Aug 10 10:13:46 2015	1439201626	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:48 2015	1439201628	0	9	9	0
Mon Aug 10 10:13:40 2015	1439201620	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:43 2015	1439201623	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:46 2015	1439201626	0	9	9	0
Mon Aug 10 10:13:49 2015	1439201629	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:46 2015	1439201626	0	9	9	0
Mon Aug 10 10:13:49 2015	1439201629	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:45 2015	1439201625	0	9	9	0
Mon Aug 10 10:13:34 2015	1439201614	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:36 2015	1439201616	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:47 2015	1439201627	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:48 2015	1439201628	0	9	9	0
Mon Aug 10 10:13:37 2015	1439201617	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:46 2015	1439201626	0	9	9	0
Mon Aug 10 10:13:49 2015	1439201629	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:34 2015	1439201614	0	9	9	0
Mon Aug 10 10:13:41 2015	1439201621	0	9	9	0
Mon Aug 10 10:13:46 2015	1439201626	0	9	9	0
Mon Aug 10 10:13:49 2015	1439201629	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:39 2015	1439201619	0	9	9	0
Mon Aug 10 10:13:43 2015	1439201623	0	9	9	0
Mon Aug 10 10:13:36 2015	1439201616	0	9	9	0
Mon Aug 10 10:13:41 2015	1439201621	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:46 2015	1439201626	0	9	9	0
Mon Aug 10 10:13:49 2015	1439201629	0	9	9	0
Mon Aug 10 10:13:49 2015	1439201629	0	9	9	0
Mon Aug 10 10:13:46 2015	1439201626	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:49 2015	1439201629	0	9	9	0
Mon Aug 10 10:13:43 2015	1439201623	0	9	9	0
Mon Aug 10 10:13:33 2015	1439201613	0	9	9	0
Mon Aug 10 10:13:34 2015	1439201614	0	10	10	0
Mon Aug 10 10:13:36 2015	1439201616	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:42 2015	1439201622	0	10	10	0
Mon Aug 10 10:13:45 2015	1439201625	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:46 2015	1439201626	0	10	10	0
Mon Aug 10 10:13:43 2015	1439201623	0	10	10	0
Mon Aug 10 10:13:37 2015	1439201617	0	10	10	0
Mon Aug 10 10:13:36 2015	1439201616	0	10	10	0
Mon Aug 10 10:13:33 2015	1439201613	0	10	10	0
Mon Aug 10 10:13:46 2015	1439201626	0	10	10	0
Mon Aug 10 10:13:48 2015	1439201628	0	10	10	0
Mon Aug 10 10:13:41 2015	1439201621	0	10	10	0
Mon Aug 10 10:13:42 2015	1439201622	0	10	10	0
Mon Aug 10 10:13:37 2015	1439201617	0	10	10	0
Mon Aug 10 10:13:36 2015	1439201616	0	10	10	0
Mon Aug 10 10:13:42 2015	1439201622	0	10	10	0
Mon Aug 10 10:13:39 2015	1439201619	0	10	10	0
Mon Aug 10 10:13:39 2015	1439201619	0	10	10	0
Mon Aug 10 10:13:45 2015	1439201625	0	10	10	0
Mon Aug 10 10:13:47 2015	1439201627	0	10	10	0
Mon Aug 10 10:13:35 2015	1439201615	0	10	10	0
Mon Aug 10 10:13:38 2015	1439201618	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:47 2015	1439201627	0	10	10	0
Mon Aug 10 10:13:40 2015	1439201620	0	10	10	0
Mon Aug 10 10:13:42 2015	1439201622	0	10	10	0
Mon Aug 10 10:13:34 2015	1439201614	0	10	10	0
Mon Aug 10 10:13:33 2015	1439201613	0	10	10	0
Mon Aug 10 10:13:34 2015	1439201614	0	10	10	0
Mon Aug 10 10:13:36 2015	1439201616	0	10	10	0
Mon Aug 10 10:13:42 2015	1439201622	0	10	10	0
Mon Aug 10 10:13:36 2015	1439201616	0	10	10	0
Mon Aug 10 10:13:46 2015	1439201626	0	10	10	0
Mon Aug 10 10:13:33 2015	1439201613	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:33 2015	1439201613	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:44 2015	1439201624	0	10	10	0
Mon Aug 10 10:13:36 2015	1439201616	0	10	10	0
Mon Aug 10 10:13:33 2015	1439201613	0	10	10	0
Mon Aug 10 10:13:41 2015	1439201621	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:36 2015	1439201616	0	10	10	0
Mon Aug 10 10:13:45 2015	1439201625	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:45 2015	1439201625	0	10	10	0
Mon Aug 10 10:13:42 2015	1439201622	0	10	10	0
Mon Aug 10 10:13:47 2015	1439201627	0	10	10	0
Mon Aug 10 10:13:44 2015	1439201624	0	10	10	0
Mon Aug 10 10:13:44 2015	1439201624	0	10	10	0
Mon Aug 10 10:13:37 2015	1439201617	0	10	10	0
Mon Aug 10 10:13:38 2015	1439201618	0	10	10	0
Mon Aug 10 10:13:43 2015	1439201623	0	10	10	0
Mon Aug 10 10:13:33 2015	1439201613	0	10	10	0
Mon Aug 10 10:13:33 2015	1439201613	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:46 2015	1439201626	0	10	10	0
Mon Aug 10 10:13:35 2015	1439201615	0	10	10	0
Mon Aug 10 10:13:43 2015	1439201623	0	10	10	0
Mon Aug 10 10:13:48 2015	1439201628	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:37 2015	1439201617	0	10	10	0
Mon Aug 10 10:13:41 2015	1439201621	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:44 2015	1439201624	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:37 2015	1439201617	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:45 2015	1439201625	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:47 2015	1439201627	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:39 2015	1439201619	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:44 2015	1439201624	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:35 2015	1439201615	0	10	10	0
Mon Aug 10 10:13:35 2015	1439201615	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:45 2015	1439201625	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:39 2015	1439201619	0	10	10	0
Mon Aug 10 10:13:41 2015	1439201621	0	10	10	0
Mon Aug 10 10:13:34 2015	1439201614	0	10	10	0
Mon Aug 10 10:13:46 2015	1439201626	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:36 2015	1439201616	0	10	10	0
Mon Aug 10 10:13:35 2015	1439201615	0	10	10	0
Mon Aug 10 10:13:45 2015	1439201625	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:37 2015	1439201617	0	10	10	0
Mon Aug 10 10:13:49 2015	1439201629	0	10	10	0
Mon Aug 10 10:13:39 2015	1439201619	0	10	10	0
Mon Aug 10 10:13:40 2015	1439201620	0	10	10	0
Mon Aug 10 10:13:36 2015	1439201616	0	10	10	0
Mon Aug 10 10:13:48 2015	1439201628	0	10	10	0
Mon Aug 10 10:13:33 2015	1439201613	0	10	10	0
Mon Aug 10 10:13:37 2015	1439201617	0	10	10	0
Mon Aug 10 10:13:48 2015	1439201628	0	10	10	0
Mon Aug 10 10:13:37 2015	1439201617	0	11	11	0
Mon Aug 10 10:13:46 2015	1439201626	0	11	11	0
Mon Aug 10 10:13:44 2015	1439201624	0	11	11	0
Mon Aug 10 10:13:32 2015	1439201612	0	11	11	0
Mon Aug 10 10:13:43 2015	1439201623	0	11	11	0
Mon Aug 10 10:13:45 2015	1439201625	0	11	11	0
Mon Aug 10 10:13:42 2015	1439201622	0	11	11	0
Mon Aug 10 10:13:37 2015	1439201617	0	11	11	0
Mon Aug 10 10:13:34 2015	1439201614	0	11	11	0
Mon Aug 10 10:13:38 2015	1439201618	0	11	11	0
Mon Aug 10 10:13:49 2015	1439201629	0	11	11	0
Mon Aug 10 10:13:37 2015	1439201617	0	11	11	0
Mon Aug 10 10:13:44 2015	1439201624	0	11	11	0
Mon Aug 10 10:13:34 2015	1439201614	0	11	11	0
Mon Aug 10 10:13:41 2015	1439201621	0	11	11	0
Mon Aug 10 10:13:38 2015	1439201618	0	11	11	0
Mon Aug 10 10:13:37 2015	1439201617	0	11	11	0
Mon Aug 10 10:13:49 2015	1439201629	0	11	11	0
Mon Aug 10 10:13:36 2015	1439201616	0	11	11	0
Mon Aug 10 10:13:37 2015	1439201617	0	11	11	0
Mon Aug 10 10:13:36 2015	1439201616	0	11	11	0
Mon Aug 10 10:13:41 2015	1439201621	0	11	11	0
Mon Aug 10 10:13:46 2015	1439201626	0	11	11	0
